일자,시간,장소,대상,계,내역,집행방법,
2018-03-22,도시재생추진단 회의 관련 유관기관 만찬 간담,와사비,4,65000,카드,,
2018-03-23,인천항발전협의회 관련 유관기관 오찬 간담,하코야,4,48000,카드,,
2018-03-26,시정 현안 자문을 위한 특보단 오찬 간담,사도시,11,215000,카드,,
2018-03-27,육아코디네이터 발대식 관계자 오찬 간담,젊은농부해피타운,8,137000,카드,,
2018-03-28,인천소상공인연합회 임원과의 오찬 간담,송도갈매기,34,341000,카드,,
2018-03-28,여성단체협의회장 이취임에 따른 참석자 만찬 간담,라마다송도호텔,8,200000,카드,,
,,,,,,,
2018-03-02,시장실 내방객 제공 다과 구입,소미노,,374300,카드,,
2018-03-02,시책사업 추진논의 및 현안해결 노고 격려 실국장 오찬 간담,명동보리밥,19,284000,카드,,
2018-03-06,직원 취미활동 기여 직장동호회 총무단 격려 및 동호회 활성화 논의 오찬 간담,장미홀,40,480000,카드,,
2018-03-06,상근 소속직원 경조사비 지출(이경섭),,1,50000,현금,,
2018-03-08,시장실 내방객 제공 다과 구입,신세계 인천점,,235000,카드,,
2018-03-08,직원 후생복지분야에 기여한 관계직원 격려,연중반점,13,350000,카드,,
2018-03-09,3월 외청 근무직원 대상 소통공감조회 준비 관계직원 격려,서당골토종순대국,7,55000,카드,,
2018-03-11,주말 시정현장 점검 등  수행직원 격려 오찬,용골순대국,3,42000,카드,,
2018-03-12,"상근 소속직원 경조사비 지출(조동암,유원조,진병권,이두희)",,4,200000,현금,,
2018-03-12,2월 지역인사 경조사 근조·축기 설치,우성꽃농원,,645000,카드,,
2018-03-13,시정 주요행사 및 현장행정 지원 노고격려 사회복무요원 등 오찬 간담,VIPS,40,876000,카드,,
2018-03-14,국가안전대진단 추진 관계직원 격려,사도시,11,220000,카드,,
2018-03-14,재정정상화와 지역현안 해결에 따른 노고 과장급 격려,연중반점,25,728000,카드,,
2018-03-15,2018 수시인사 및 성과상여금 업무추진 인사과 관계직원 격려오찬 간담,보통날의파스타,9,118800,카드,,
2018-03-15,"상근 소속직원 경조사비 지출(박종식,이광수,최창남)",,3,150000,현금,,
2018-03-15,재정정상화와 지역현안 해결에 따른 노고 과장급 격려,연중반점,19,529000,카드,,
2018-03-16,지역현안 해결에 따른 현업부서 관계 직원 격려,연중반점,22,652000,카드,,
2018-03-16,재정건전화 정상단체 전환 축하행사 관계직원 격려 만찬 간담,명동보리밥,16,254000,카드,,
2018-03-16,3월 확대간부회의 발표자 노고 격려 및 건의사항 수렴 오찬,장미홀,16,240000,카드,,
2018-03-16,소통과 상생의 협력적 노사문화 정착 정례 만찬 간담,백령도메밀마을,33,677500,카드,,
2018-03-18,시정홍보 활성화를 위한 언론관계자 조찬 간담에 따른 수행직원 격려,남원추어탕,2,32000,카드,,
2018-03-19,확대간부회의 발표자 격려 오찬 간담,전복촌,26,430000,카드,,
2018-03-20,"소속 상근직원 경조사비 지출(김재석,정연화,박병재,서상윤)",,4,200000,현금,,
2018-03-21,내방객 및 업무협조 등 관계자 제공을 통한 지역특산품 홍보 기념품 구입,㈜민족예술원,,1000000,카드,,
2018-03-22,지방자치인재개발원 고급리더과정 장기교육생 인천방문 격려 만찬,만다복,14,450000,카드,,
2018-03-23,제8대 인천공무원노조 출범식 개최에 따른 방문 공노총·광역연맹 임원 제공 기념품,㈜진흥통상비엔에이치,,1855000,카드,,
2018-03-26,소속 상근직원 경조사비 지출(신윤섭),,1,50000,현금,,
2018-03-21,시장 비서실 운영에 필요한 차류 구입,인천시공무원노동조합,,995700,카드,,
2018-03-23,재정정상화와 지역현안 해결에 따른 노고 과장급 격려,우도광횟집,27,787000,카드,,
2018-03-25,주말 지역원로인과의 간담에 따른 수행직원 격려,개성손만두,2,23000,카드,,
2018-03-26,국비 확보를 위한 보건복지부 관계자와의 오찬 간담,세종일식,4,120000,카드,,
2018-03-26,가치재창조 시민참여 제안사업 최종심사 진행 노고 직원 격려,백령면옥,16,475000,카드,,
2018-03-27,수시 인사 및 성과상여금 지급 노고 직원 격려,낙지한마당,15,360000,카드,,
2018-03-27,인화회 3월 월례회 참석공무원 만찬 간담,㈜로얄송도컨벤시아,5,150000,카드,,
2018-03-28,복무조례 및 시민장에 관한 조례안 등 제247회 임시회 안건준비 노고직원 격려 오찬,솔밭가든,6,152000,카드,,
2018-03-28,상근 소속직원 경조사비 지출(송용석),,1,50000,현금,,
2018-03-29,현장에서 듣는다. 1일 현장민원실' 운영 노고직원 오찬 간담,용인정,10,140000,카드,,
2018-03-29,"시장님과 새내기 공무원이 함께 영화보기 추진에 따른 만찬, 영화관람, 치맥 간담",칭칭차이나 외 2개소,63,2275000,카드,,
2018-03-30,인천시 직원 마음건강사업 운영 수탁기관 선정 추진 노고 직원 격려 만찬 간담,백령도메밀마을,11,220000,카드,,
,,,,,,,
2018-02-01,시장실 내방객 제공 다과 구입,소미노,,194970,카드,,
2018-02-02,현업격무 상근직원(청원경찰) 격려 오찬 간담,경복궁구월점,33,826000,카드,,
2018-02-05,시와 인천지방경찰청간의 시정공유 및 업무협업 참석직원 오찬 간담,연참치,10,219000,카드,,
2018-02-06,소통과 상생의 협력적 노사문화 정착을 위한 노사 정례간담회,우렁각시,27,794000,카드,,
2018-02-07,1월중 지역인사 경조사 근조·축기 설치비 지출,우성꽃농원,,860000,카드,,
2018-02-07,환경미화원 및 청사관리원 등 현업 상근직원 격려 오찬 간담,경복궁구월점,42,1079000,카드,,
2018-02-07,시장실 내방객 제공 다과 구입,인천시공무원노동조합,,996400,카드,,
2018-02-08,"의무실, 직원복지회, 공무원노조 등 후생복지 관계직원 격려 오찬",페이누리,11,143700,카드,,
2018-02-08,"설맞이 민생현장(부평소방서,석남1동 주민센터) 현업근무자 격려금",,,600000,현금,,
2018-02-08,상근 소속직원 경조사비 지출(임석봉),,1,50000,현금,,
2018-02-08,2018년 주요업무보고 및 공직사회 청렴문화 확산 노고격려 만찬 간담,해늘이화순대,31,871000,카드,,
2018-02-09,소통공감조회 추진 관계직원 격려 오찬 간담회,장미홀,12,195000,카드,,
2018-02-09,설명절 맞이 현업·격무부서 직원 격려 선물 지급,㈜강화초록식품,134,4690000,카드,,
2018-02-09,평창동계올림픽 개막식 수행직원 격려 만찬 간담,평창한우마을대관령식당,6,146400,카드,,
2018-02-12,"상근 소속직원 경조사비 지출(한창훈,신병철,장종옥)",,3,150000,현금,,
2018-02-12,설맞이 현업부서(인천가족공원 등) 근무직원 격려,365세일마트,59,300000,카드,,
2018-02-13,설맞이 민생현장(부평소방서) 현업근무자 격려금(추가),,,200000,현금,,
2018-02-13,평창동계올림픽 및 패렬림픽대회 단기지원 인력 격려,박찬회화과자,182,800000,카드,,
2018-02-13,2018년 군구 연두방문 행사준비 및 수행직원 격려 만찬 간담,한라담,35,1024000,카드,,
2018-02-14,재정전전화 전상단체 전환 노고 관계직원 격려 간식 제공,서울떡집,194,500000,카드,,
2018-02-14,2018년 주요업무계획 보고회 추진 정책기획관실 직원 격려 오찬 간담,형제복집,23,623000,카드,,
2018-02-20,장애인 복지 향상에 노고가 많은 관계직원 격려 만찬 간담,서해뻘산낙지,19,400000,카드,,
2018-02-20,시정 현안사업 현장방문 수행직원 격려 만찬,궁중삼계탕,2,28000,카드,,
2018-02-20,"상근 소속직원 경조사비 지출(오영희,김태희,김신현,서정목)",,4,200000,현금,,
2018-02-21,설연휴 종합대책 상황근무자 격려 간식 제공,피자에땅 연수점,76,239200,카드,,
2018-02-21,주요 시정현안 논의 간부공무원 다과 간담,까르본,11,122000,카드,,
2018-02-23,구내식당 조리원 및 청사방호원 등 현업직원 격려 오찬,삿뽀로구월점,37,925000,카드,,
2018-02-28,2018년 시정혁신+공감경연대회 참석 직원 격려 만찬 간담,부평관광호텔,280,5600000,카드,,
,,,,,,,
2018-02-01,시정소통을 위한 지역사회 관계자 오찬 간담,전구식당,4,52000,카드,,
2018-02-01,한중교류 협력을 위한 한중신년회 만찬 간담,씨티엘호텔코리아,16,361000,카드,,
2018-02-05,시정공유 및 시정발전 방향 의견수렴 등 인천고교동문연합회 만찬 간담,대일인터내셔널,6,92000,카드,,
2018-02-08,의회협력 및 의정회 회원과의 소통 오찬 간담,송추가마골,34,496000,카드,,
2018-02-09,시정공유 및 인천미래발전을 위한 학계 관계자 의견수렴 등 조찬 간담,대일인터내셔널,11,180000,카드,,
2018-02-10,소상공인 및 자영업 지원 협의 등 지역경제 활성화 지역경제인 다과 간담,까르본,11,75000,카드,,
2018-02-11,시정홍보 및 소통공감 언론관계자 다과 간담,대일인터내셔널,3,32000,카드,,
2018-02-12,시민행복 시책추진 시민소통분과 전체 임원진 만찬 간담,복청해진,26,786000,카드,,
2018-02-13,기관간 시정발전 업무 협업과제 논의 등 유관기관 관계자 오찬 간담,원영,7,101000,카드,,
2018-02-14,시정공유 및 주요 시책추진 등 지역현안 협의 유관기관 관계자 만찬 간담,풍성양,5,88000,카드,,
2018-02-18,인천 4차혁명산업 추진 등 지역경제 활성화 방안 논의 다과 간담,국민커피,3,7000,카드,,
2018-02-19,시정공유 및 GM부평공장 현안논의 등 유관계관 관계자 만찬 간담,화진원,11,260000,카드,,
2018-02-19,2018년 시정 역점시책 대시민 홍보협조 요청 등 언론관계자 오찬 간담,하림한정식,13,380000,카드,,
2018-02-20,인천 서민경제 현안논의 지역경제인 간담회,명품관,2,43200,카드,,
2018-02-21,경제주권 핵심사업 추진 현안논의 지역경제인과 오찬 간담,경복궁구월점,2,46000,카드,,
2018-02-21,인천 가치재창조사업 추진 등 지역정체성 찾기 업무협조 지역단체와 만찬 간담,한옥,5,100000,카드,,
2018-02-21,시정 주요시책 홍보협조 언론관계자 간담회,도야일식,13,300000,카드,,
2018-02-23,시정공유 및 시책사업 홍보를 위한 언론관계자 오찬 간담,바오,7,109000,카드,,
2018-02-24,취업 취약계층 일자리 지원 및 소상공인 자생력 강화 등 지역경제인 오찬 간담,취홍,4,94000,카드,,
,,,,,,,
2018-01-02,청와대 신년인사회 수행직원 격려 오찬,청운동남원추어탕,2,38000,카드,,
2018-01-04,"상근 소속직원 경조사비 지출(이종여,한덕근,임하수,김용성,한윤섭)",,5,250000,현금,,
2018-01-05,"연말연시 행사의전, 청사관리, 민원안내, 직원복지 등 관계직원 격려 오찬",우도광,25,360000,카드,,
2018-01-08,시장실 내방객 제공 음료 구입,소미노,,194970,카드,,
2018-01-08,"상근 소속직원 경조사비 지출(최인식,최길남,김기학,박웅희,공희택)",,5,250000,현금,,
2018-01-08,2017년 4/4분기 우수간부공무원 표창에 따른 관계직원 격려,칭칭차이나,17,495000,카드,,
2018-01-09,내방객 및 업무협조 등 관계자 제공을 통한 지역특산품 홍보 기념품 구입,㈜박찬회화과자,,1100000,카드,,
2018-01-09,2017년 현안업무 추진에 노고가 많은 경제청 관계직원 격려 오찬,이나니와요스케,27,554000,카드,,
2018-01-09,주요시책 현장점검 및 행사관련 수행직원 격려 만찬,쭈불앤쭈불,2,25000,카드,,
2018-01-10,제380회 새얼아침대화 행사 관계직원 및 수행직원 격려 조찬,완산골명가전문점,9,97500,카드,,
2018-01-10,2018년 주요업무계획 보고 및 현안추진 보건환경연구원 직원 격려 오찬,청초수물회,30,391000,카드,,
2018-01-10,역대 최대 국비확보 등 재정건전화 조기달성 재정기획관실 직원 격려 만찬,장모족발,37,744000,카드,,
2018-01-11,2018년 주요업무계획 보고 및 현안추진 여성가족국 직원 격려 오찬,한우야,12,162000,카드,,
2018-01-12,2018년 적십자 특별회비 지출,대한적십자사인천지사,,5000000,계좌이체,,
2018-01-12,연말연시 당직비상근무 및 여성정책 현안업무 추진 관계직원 격려 간식 제공,피자에땅구월점,51,168400,카드,,
2018-01-12,2018년 업무보고 및 도시개발 시책추진 도시계획국 직원 격려 만찬,인천집,23,447000,카드,,
2018-01-13,주말 시책추진 현장점검 등 시장 수행직원 격려 조찬,신촌설렁탕,2,35000,카드,,
2018-01-15,"상근 소속직원 경조사비 지출(김종권,황창하,최호영)",,3,150000,현금,,
2018-01-15,2018년 업무보고 및 교통국 시책추진 관계직원 격려 다과,홈플러스 등,45,183010,카드,,
2018-01-16,상근 소속직원 조사시 사용할 조향세트 구입,우성꽃농원,,570000,카드,,
2018-01-16,12월중 지역인사 경조사 근조기 및 축기 설치비,우성꽃농원,,475000,카드,,
2018-01-16,공로연수 직원 노고 격려 및 시정발전 고견 청취 오찬 간담,삿뽀로,33,815000,카드,,
2018-01-16,상근 소속직원 경조사비 지출(이명수),,1,50000,현금,,
2018-01-16,시장실 내방객 제공 음료 등 다과 구입,신세계백화점,,162000,카드,,
2018-01-17,관내 주요기관장 이임 감사패 제작 지출,노비아스,2,320000,카드,,
2018-01-17,내방객 및 업무협조 등 관계자 제공을 통한 지역특산품 홍보 기념품 구입,㈜진흥통상비엔에이치,,840000,카드,,
2018-01-17,인천관내 주요기관장 만찬 간담(삼수회),백령옥,4,80000,카드,,
2018-01-18,인천형 업무용택시 시책추진 관계직원 격려 오찬 간담,형제복집,20,300000,카드,,
2018-01-18,중구 연두방문 시장 수행직원 격려,본토만다복,2,17000,카드,,
2018-01-18,군구 연두방문 및 시정행사 지원관련 비서실과 행정관리국 관계직원 격려 만찬,오미트,17,420000,카드,,
2018-01-19,2018년 업무보고 및 시책추진 여성가족국 관계직원 격려 오찬,송도갈매기,20,490000,카드,,
2018-01-22,"상근 소속직원 경조사비 지출(송은주,김진철,강경희,이도형)",,4,200000,현금,,
2018-01-22,"직원만족, 시민공감, 행정혁신 등 시책추진 성과격려 행정관리국 전출직원 격려",연참치,13,180000,카드,,
2018-01-22,2018년 업무보고 및 현안업무 추진 인천환경공단 직원 격려 만찬,아리아리랑,27,765000,카드,,
2018-01-23,시민행복정책자문단 행사준비 관계직원 및 수행직원 격려 오찬,바우네나주곰탕,8,94000,카드,,
2018-01-23,2018년 업무보고 및 도시재생 시책추진 관련 도시균형건설국 직원 격려 만찬,해남수산,19,527000,카드,,
2018-01-26,신청사 방호 및 민원인 안내 등 현업 청경 진입직원 격려 오찬 간담,황해도손칼국수,23,252000,카드,,
2018-01-30,all ways INCHEON 택시홍보단 운영 등 택시행정 관계직원 격려 오찬,전복촌,18,300000,카드,,
2018-01-30,1월 인화회 월례회의 참석 간부공무원 만찬 간담회,파라다이스글로벌호텔,24,720000,카드,,
2018-01-30,상근 소속직원 경조사비 지출(이충관),,1,50000,현금,,
2018-01-31,시정공유 및 소통혁신공감을 위한 2월 역점시책 추진방안 논의 등 특보단 오찬 간담,황금풍천장어,8,117200,카드,,
,,,,,,,
2017-12-01,2017년 하반기 공무원 노사합동 워크숍 격려 물품 구입,인천광역시공무원노동조합,36,122400,카드,,
2017-12-02,시민이 참여하는 2층버스 개통식 행사 시장 수행직원 격려 식사,청수옥,2,36000,카드,,
2017-12-03,영흥도 해상 선박사고 비상대책회의 관련 오찬(도시락),파리바게트,1,16050,카드,,
2017-12-04,장애인단체 활성화 및 점자도서관 개관 노고 관계직원 격려 오찬 간담,용두레,22,330000,카드,,
2017-12-04,상근 소속직원 경조사비 지출(윤기범),,1,50000,현금,,
2017-12-05,시장실 내방객 제공 음료 등 구입,소미노,,197000,카드,,
2017-12-05,시민소통분과 합동정책토론회 수행직원 격려 만찬,짜장일번지,2,23000,카드,,
2017-12-05,"상근 소속직원 경조사비 지출(이민우,오택영)",,2,150000,현금,,
2017-12-07,11월 지역인사 경조사 근조·축기 설치비 지출,우성꽃농원,26,645000,카드,,
2017-12-07,영흥도 해상 선박사고 사망자 근조화환 구입 설치,우성꽃농원,4,400000,카드,,
2017-12-07,시의회 예산심의 등 의회 업무추진 관계직원 격려 오찬 간담,황제삼계탕,5,35000,카드,,
2017-12-08,"싱근 소속직원 경조사비 지출(오보미,서관원)",,2,100000,현금,,
2017-12-08,시책추진 주요 현안 논의 간부공무원과 오찬 간담,본죽,4,36000,카드,,
2017-12-12,시정주요시책 중장기 비전 및 발전전략 정책논의 특보단 조찬 간담,대일인터내셔널,9,180000,카드,,
2017-12-13,노사정 송년 간친회 참석 시장수행 직원 격려 만찬,짜장짬봉시대,2,26000,카드,,
2017-12-14,서구 가정동 공사건물 화재발생 진압 소방대원 격려 간식제공,피자헛,120,488600,카드,,
2017-12-15,"시청사 방호 및 안전관리, 집회경비, 민원안내 등 현업업무 청경 격려 만찬 간담",복주는쉐프,21,459000,카드,,
2017-12-16,주말 시정 주요행사 참석 시장수행직원 격려,쪼개찜닭,2,35000,카드,,
2017-12-19,상근 소속직원 경조사비 지출(송영복),,1,50000,현금,,
2017-12-20,인천 건설인의 밤 행사 참석 시장 수행직원 격려 만찬,백암진순대,2,37000,카드,,
2017-12-21,제3회 인천사랑 송년콘서트 참석직원 격려 다과,미림출장뷔페,350,5000000,카드,,
2017-12-21,시청 구내식당 현업근무자 격려 만찬 간담,마산아구찜,15,394000,카드,,
2017-12-22,주요 시정현장 방문 시장 수행직원 격려 만찬,팔도한옥집,2,31000,카드,,
2017-12-23,주말 시정 주요행사 참석 시장 수행직원 격려 만찬,남원추어탕,2,32000,카드,,
2017-12-25,상근 소속직원 경조사비 지출(임치완),,1,50000,현금,,
2017-12-28,상근 소속직원 경조사비 지출(하영주),,1,50000,현금,,
2017-12-28,2018년 시정 주요현안 논의 비서관 만찬 간담회,램플러스,5,78000,카드,,
2017-12-28,소통공감 간부공무원 어울마당 행사 수행직원 격려 만찬,뮤즈앤비노,25,514000,카드,,
2017-12-29,2017.12.28일자 인천광역시 인사발령 업무 관계직원 격려 오찬,형제복집,11,152000,카드,,
,,,,,,,
2017-11-01,2017년도 재난대응안전한국훈련 관계직원 격려 만찬 간담,명동보리밥,16,290000,카드,,
2017-11-02,국토위 및 행안위 국정감사 의전수행 등 시책추진 관계직원 격려 만찬,함춘원,32,950000,카드,,
2017-11-05,인천광역시장기 축구대회 격려방문 시 시장수행원 조찬,남원추어탕,2,28000,카드,,
2017-11-05,인천유나이티드FC 원정경기 참관 시 시장수행직원 격려 오찬,황전휴게소,3,16000,카드,,
2017-11-05,인천유나이티드FC 원정경기 참관 후 시장수행직원 격려 만찬,여산휴게소,3,22000,카드,,
2017-11-07,시장실 내방객 제공 음료 등 구입,신세계인천점,,130000,카드,,
2017-11-07,"상근 소속직원 경조사비 지출(이종원, 서용성, 김승현)",,3,200000,현금,,
2017-11-09,"상근 소속직원 경조사비 지출(김영신,신선경,권오영,유선희)",,4,200000,현금,,
2017-11-09,"시, 군구 직원과의 소통의 장 간담회",신포가빈,42,1082600,카드,,
2017-11-09,갈등민원 해결 조정방안 논의 등 직소민원 관계직원 격려 오찬 간담,복주는쉐프,4,60000,카드,,
2017-11-14,"상근 소속직원 경조사비 지출(서상호,정여선,이상희,강홍일,박희영,간순희,김소라)",,7,350000,현금,,
2017-11-16,상근 소속직원 조사 조향세트 구입,우성꽃농원,,950000,카드,,
2017-11-16,10월 지역인사 근조기 설치비 지출,우성꽃농원,13,300000,카드,,
2017-11-16,동네방네 현장소통의 날 행사 관계직원 격려 및 의견수렴 간담회,백령옥,14,378000,카드,,
2017-11-17,산업기반 확충 및 중소기업 글로법 경쟁력 강화 시책추진 직원 격려 오찬,충남집,18,490000,카드,,
2017-11-17,"상근 소속직원 경조사비 지출(오승호, 전지숙)",,2,100000,현금,,
2017-11-18,주말 애인 김장 대축제 등 주요행사 시장 수행직원 격려 오찬,본가산성냉면전문점,2,21000,카드,,
2017-11-20,제2차 인천상륙작전 전승비 제막행사 시책추진 관계직원 격려 오찬,생선구이구이,7,81000,카드,,
2017-11-20,시정 주요행사 참석 시장 수행직원 격려 만찬,취홍,2,30000,카드,,
2017-11-20,2018년도 본예산편성 및 2017년 3회 추경예산 편성 예산담당관실 직원 격려 만찬,연중반점,24,684000,카드,,
2017-11-20,연수구노인지회 노인대학 특강 관련 수행직원 격려 오찬,우리가본집,5,60000,카드,,
2017-11-22,상근 소속직원 경조사 제공 근조기 및 축기 구입,태극기선양회,,1040000,카드,,
2017-11-22,"상근 소속직원 경조사비 지출(안갑석,송하원,김진달,임기정,박재현,김종철)",,6,350000,현금,,
2017-11-24,"7~10월중 국경일행사, 국공시설개소식, 유관기관장 전입 화분 등 구입",선학화원꽃식물원,7,700000,카드,,
2017-11-25,주말 시정 주요행사 시장 수행직원 격려 만찬,백년식당서서갈비,2,29800,카드,,
2017-11-27,민원상담제 및 창구민원 사무(여권발급 등) 민원실 격무직원 격려 오찬 간담,전복촌,5,80000,카드,,
2017-11-27,상근 소속직원 경조사비 지출(이환태),,1,100000,현금,,
2017-11-27,시정 주요행사 참석 시장 수행직원 격려 만찬,후타고라멘,2,16000,카드,,
,,,,,,,
2017-10-01,추석연휴 시민안전 등 종합대책 추진점검 및 간부공무원 격려 오찬 간담,까르본,19,456000,카드,,
2017-10-10,시정현안 추진 노고 격려 및 열린 소통공감 실국장 만찬 간담,해피랩,48,1350000,카드,,
2017-10-10,실국장 소통공감 만찬 간담회 수행직원 격려 만찬,명월집,3,37000,카드,,
2017-10-10,연평면 평화공원 참배 헌화 구입,리라화원,,350000,카드,,
2017-10-12,강화소방서 현장근무 소방대원 격려금,,,300000,현금,,
2017-10-12,시민 대화합 한마당 행사 지원 기관단체 격려금,,,2800000,현금,,
2017-10-12,상근 소속직원 경조사비 지출,,2,150000,현금,,
2017-10-12,시민행복 정책현장 투어관련 강화소방서 직원 격려 간담회,안다미로,28,420000,카드,,
2017-10-12,강화지역 현답시장실 운영관련 수행직원 격려 오찬 간담,금문도,10,60000,카드,,
2017-10-12,기업투자유치 관련부서 직원 격려 만찬 간담,최부자네,16,419000,카드,,
2017-10-13,"시, 군구 GIS 담당직원 소통공감 워크숍 오찬 간담",해비치해장국,22,416000,카드,,
2017-10-13,연평면 육경파출소 관계자 격려금 반납,,,-500000,카드,,
2017-10-14,주말 주요행상 시장의전 수행비서 격려 조찬,부안기사식당,2,18000,카드,,
2017-10-16,"2017 국회(국토위, 행안위) 국정감사 의전 및 국감자료 작성 등 관계직원 격려 오찬 간담",옥가마추어탕,21,171000,카드,,
2017-10-17,9월중 지역인사 경조사 근조시 설치비 지출,우성꽃농원,20,530000,카드,,
2017-10-17,주요행사 시장의전 수행비서 격려 만찬,대일인터내셔널,3,36000,카드,,
2017-10-17,서해5도 바다현장 근무에 따른 옹진군 행정선 관계직원 격려금,,,300000,현금,,
2017-10-18,2017년 재정건전화 조기달성에 노고가 많은 관계직원 격려 오찬,장미홀,39,585000,카드,,
2017-10-19,직원희망데이트 간담회,갓포삿뽀로,25,728900,카드,,
2017-10-20,"상근 소속직원 경조사비 지출(전상빈,서은순,김백융)",,3,150000,현금,,
2017-10-23,"국회 국토위 국정감사 참석 주요간부(시장, 부시장 등) 오찬 간담",장미홀,6,120000,카드,,
2017-10-23,국회 국토위 국정감사 상황근무자 격려 및 질의 쟁점사항 논의 조찬 간담,김앤밥,100,320000,카드,,
2017-10-23,국정감사 준비에 노고가 많은 실국장 등 간부공무원 노고 격려 만찬 간담,주원일식,11,305000,카드,,
2017-10-23,국회 국토위 국정감사 준비 시장비서실 간식 구입,청해김밥,15,50000,카드,,
2017-10-25,시장비서실 내방객 제공 음료 등 구입,인천시공무원노동조합,,998800,카드,,
2017-10-25,"상근 소속직원 경조사비 지출(김학근,고진섭,이종수,이병택)",,4,250000,현금,,
2017-10-26,인천경실련 후원의 밤 행사관계자 및 수행원 격려 만찬 간담,참한우,4,41000,카드,,
2017-10-27,모닝와이드 녹화 촬영 후 대변인실 관계직원 격려 만찬,할머니쭈꾸미,6,117000,카드,,
2017-10-27,국회 행안위 국정감사 상황근무자 격려 및 질의 쟁점논의 조찬 간담,김앤밥,100,320000,카드,,
2017-10-27,국회 행안위 국정감사 참석 시장 등 주요간부 오찬 간담,장미홀,6,120000,카드,,
2017-10-27,시장실 내방객 제공 음료 등 구입,소미노,,150350,카드,,
2017-10-28,문화관광축제 등 주말 시장 수행직원 격려 만찬,㈜안남,3,55000,카드,,
2017-10-30,"국정감사,예산편성,시정질문,애인페스티벌 등 시책추진 관계직원 격려 간식 제공",피자에땅동암점,168,637800,카드,,
2017-10-30,국정감사 총괄 등 시책추진 노고 격려 정책기획관실 관계직원 만찬 간담,미두야,23,672000,카드,,
2017-10-31,국정감사 등 시책추진 실국서무 관계직원 격려 오찬 간담,송추가마골,33,604000,카드,,
2017-10-31,상근 소속직원 경조사비 지출,,4,250000,현금,,
,,,,,,,
2017-09-01,민생현장 시찰 등 시장수행비서 격려 만찬 간담,돈수백,3,27000,카드,,
2017-09-01,상근 소속직원 경조사비 지출(박종철),,1,50000,현금,,
2017-09-04,제31회 인천광역시장기 공무원 및 유관기관 탁구대회 관계직원 격려 만찬 간담,송도갈매기,17,350000,카드,,
2017-09-04,2017 인천광역시장배 실국대항 공무원 족구대회 관계직원 격려 만찬 간담,주원일식,19,351000,카드,,
2017-09-04,여성단체 역량강화 워크숍 관계자 및 수행원 격려 만찬 간담,대중옥,4,56000,카드,,
2017-09-05,시장실 내방객 제공 음료 구입,소미노,,150350,카드,,
2017-09-05,종합건설본부 현안업무 추진 노고 격려 등 소통공감 오찬 간담,백년식당서서갈비,91,810000,카드,,
2017-09-06,2017년 추경예산 편성에 따른 관계직원 격려 만찬 간담,대도가,20,480000,카드,,
2017-09-05,"상근 소속직원 경조사비 지출(장관희,김복기,박수환,김기범)",,4,300000,현금,,
2017-09-06,8월 지역인사 경조사 근조기 설치비 지출,우성꽃농원,17,380000,카드,,
2017-09-06,시장실 내방객 제공 다과 및 음료 구입,인천공무원노조,,996800,카드,,
2017-09-07,2017 대한민국 행정홍보대전 행사추진 관계직원 격려 다과,피자알볼로,19,120000,카드,,
2017-09-07,7.23 집중호우 피해복구 관계직원 격려 만찬 간담,서해뻘산낙지,17,496000,카드,,
2017-09-07,독서문화 진흥강화 시군구 공무원 공감워크숍 만찬 간담,골드푸드,42,840000,카드,,
2017-09-08,시장실 등 내방객 제공 기념품 구입,㈜진흥통상비엔에이치,,1340000,카드,,
2017-09-08,"상근 소속직원 경조사비 지출(장선아, 이종신)",,2,100000,현금,,
2017-09-10,주말 주요행사 현장의전 시장수행 직원 격려 오찬 간담,참한우,2,30000,카드,,
2017-09-11,2017년 인천음식문화박람회 행사추진 관계공무원 격려 다과,피자에땅,38,107600,카드,,
2017-09-13,상근 소속직원 경조사비 지출(신중환),,1,100000,현금,,
2017-09-13,민생현안 시찰 관련 시장 수행직원 격려 만찬,남원추어탕,2,28000,카드,,
2017-09-14,지역특산품 홍보 및 시청사 내방객 제공 기념품 구입,㈜진흥통상비엔에이치,,1160000,카드,,
2017-09-14,사회복지전담공무원 힐링 워크숍 관계직원 업무연찬 다과,네스트,3,30000,카드,,
2017-09-18,2018년 본예산편성에 따른 예산담당관실 직원 격려 오찬 간담,대도가,10,173000,카드,,
2017-09-18,제17회 시도공무원 친선체육대회 참가 선수단 격려금,,,1800000,현금,,
2017-09-19,상근 소속직원 경조사비 지출(김달호),,1,50000,현금,,
2017-09-20,인사운영 및 직원 교육훈련 관련 인사과 직원 격려 오찬 간담,장혁민부대찌개,9,66000,카드,,
2017-09-20,시청사 지하시설 환경개선 공사에 노고가 많은 청사관리 직원 격려 만찬,오가네한우마을외1,12,234000,카드,,
2017-09-21,시장(부시장)실 내방 주요인사 기념품 구입,경방신약㈜,,2365000,카드,,
2017-09-22,추석맞이 민생현장 방문에 따른 현업기관 관계자 격려금 지출,,3,1600000,현금,,
2017-09-22,상수도사업본부 공감소통리더십 아카데미 행사 간식 구입,홈플러스외2,400,1175480,카드,,
2017-09-22,시민행복 시정설명회 등 현안추진 관계부서 업무연찬 오찬,본도시락,23,435600,카드,,
2017-09-22,인천사랑 마음공유 소통공감대화 참석자 격려 간식 구입,알벤토,360,432000,카드,,
